protein_Id	description	nrPeptides	fasta.id	Protein.Group.2	IDcolumn	CON	REV	modelName	contrast	diff	std.error	avgAbd	statistic	df	p.value	conf.low	conf.high	sigma	FDR
A6NHL2	Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2	1	sp|A6NHL2|TBAL3_HUMAN	A6NHL2	A6NHL2	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.163691484357023	0.231044168636521	23.4093648599853	0.748524183166067	9.1429929367117	0.472959221953214	-0.534257405997835	0.861640374711881	0.309268187226125	0.592112916258321
A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2	35	sp|A6NHR9|SMHD1_HUMAN	A6NHR9	A6NHR9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.283219598520793	0.192839036525117	19.5740851043133	1.46850586606265	9.1429929367117	0.175511109453825	-0.332312899782359	0.898752096823945	0.272748653317862	0.393863368880457
A6NHX0	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3	5	sp|A6NHX0|CAST2_HUMAN	A6NHX0	A6NHX0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.122803022692475	0.188192300962539	20.5748507859516	0.646923280597444	9.1429929367117	0.533584279677659	-0.483039352859678	0.728645398244628	0.268454862270101	0.640319960248212
A6NI72	Putative neutrophil cytosol factor 1B OS=Homo sapiens OX=9606 GN=NCF1B PE=5 SV=2	1	sp|A6NI72|NCF1B_HUMAN	A6NI72	A6NI72	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.972843044253752	1.24731857247815	21.5399151137844	-0.986725596556497	8.1429929367117	0.352185433646313	-3.94055781309356	1.99487172458606	1.2908862852368	0.49441137125379
A6NIH7	Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1	7	sp|A6NIH7|U119B_HUMAN	A6NIH7	A6NIH7	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0507791810036247	0.124772499582553	20.3543811128814	0.334763667300759	9.1429929367117	0.745355546440805	-0.433338278287269	0.534896640294519	0.21451732513435	0.812735018823016
A6NIZ1	Ras-related protein Rap-1b-like protein OS=Homo sapiens OX=9606 GN=RAP1BL PE=2 SV=1	3	sp|A6NIZ1|RP1BL_HUMAN	A6NIZ1	A6NIZ1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.360097331117186	0.246570777890136	21.4538679160638	1.56875874740396	9.1429929367117	0.150622945642704	-0.372503002902011	1.09269766513638	0.324622591130098	0.392285553390184
A6NJ78	12S rRNA N4-methylcytidine (m4C) methyltransferase OS=Homo sapiens OX=9606 GN=METTL15 PE=1 SV=1	5	sp|A6NJ78|MET15_HUMAN	A6NJ78	A6NJ78	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.175215323690937	0.16887902208552	18.3258888946188	0.987094424527573	9.1429929367117	0.34899697333333	-0.391306646276026	0.741737293657899	0.251031594285328	0.491390268332541
A6NKD9	Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1	12	sp|A6NKD9|CC85C_HUMAN	A6NKD9	A6NKD9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.352080784058094	0.318397296120519	19.8112143620405	-1.25011836849973	9.1429929367117	0.242305154731705	-1.25094596251268	0.546784394396488	0.398296219311986	0.418493876745948
A6NNZ2	Tubulin beta 8B OS=Homo sapiens OX=9606 GN=TUBB8B PE=1 SV=1	12	sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	A6NNZ2	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0445973509618664	0.174387414970782	24.2125866842397	0.246438288174027	9.1429929367117	0.810786884029071	-0.532972146997116	0.622166848920848	0.255926865275278	0.864407329893398
A6QL63	Ankyrin repeat and BTB/POZ domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ABTB3 PE=2 SV=3	6	sp|A6QL63|ABTB3_HUMAN	A6QL63	A6QL63	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.295953672210627	0.0680726194070956	19.2674688436601	2.35200251965408	9.1429929367117	0.0427448007892354	-0.105642274321766	0.697549618743021	0.177951211181503	0.392285553390184
A6ZKI3	Retrotransposon Gag-like protein 8C OS=Homo sapiens OX=9606 GN=RTL8C PE=1 SV=1	5	sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	A6ZKI3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.207581723591755	0.239526864111561	20.9665401525364	-0.924248966741507	9.1429929367117	0.379103717995392	-0.924390823634093	0.509227376450585	0.317625336211326	0.514573542203243
A7E2V4	Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1	3	sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	A7E2V4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.117734039769827	0.377087198721939	18.8687696492249	-0.361436045320929	9.1429929367117	0.725985101882507	-1.15735243299087	0.921884353451212	0.460665387282064	0.79736465096976
A7E2Y1	Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4	1	sp|A7E2Y1|MYH7B_HUMAN	A7E2Y1	A7E2Y1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.439649361628153	0.409783183924747	20.2645223217247	1.25363767876962	9.1429929367117	0.241080286521905	-0.679628156273884	1.55892687953019	0.4959631482307	0.417884824643779
A8CG34	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3	7	sp|A8CG34|P121C_HUMAN	A8CG34	A8CG34	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.00113661081971118	0.15389047664657	19.6893448788507	-0.00675243770083537	9.1429929367117	0.994757417535202	-0.538359576640955	0.536086355001533	0.238048910273795	0.996221803546589
A8MT69	Centromere protein X OS=Homo sapiens OX=9606 GN=CENPX PE=1 SV=1	1	sp|A8MT69|CENPX_HUMAN	A8MT69	A8MT69	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.472095403876542	0.338044135411895	19.8085991844138	-1.60125092359297	8.1429929367117	0.14732634971518	-1.35955002118733	0.415359213434243	0.386021933874873	0.392285553390184
A8MV81	HIG1 domain family member 1C OS=Homo sapiens OX=9606 GN=HIGD1C PE=1 SV=2	1	sp|A8MV81|HIG1C_HUMAN	A8MV81	A8MV81	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.32057942879549	0.674926651579638	20.3015994109961	-0.574180626493475	9.1429929367117	0.579695448659357	-2.10250879940977	1.46134994181879	0.789590862354798	0.679183489572806
A8MVW0	Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1	2	sp|A8MVW0|F1712_HUMAN	A8MVW0	A8MVW0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.536680200566987	0.348692180454396	17.9198469726761	-1.76381048121371	9.1429929367117	0.111065808797839	-1.50778706632273	0.434426665188753	0.430307239004884	0.392285553390184
A8MWD9	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2	3	sp|A8MWD9|RUXGL_HUMAN	A8MWD9	A8MWD9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.575774999705561	0.203820822750977	22.6863747712679	-2.87691509690401	9.1429929367117	0.0179840656143877	-1.21452237526377	0.06297237585265	0.283035399388478	0.392285553390184
A8MXV4	Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	7	sp|A8MXV4|NUD19_HUMAN	A8MXV4	A8MXV4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.214463791021827	0.0993772722234468	20.5402118787459	1.54481298300891	9.1429929367117	0.156265141259933	-0.22861548573636	0.657543067780013	0.196332892872423	0.392285553390184
A9UHW6	MIF4G domain-containing protein OS=Homo sapiens OX=9606 GN=MIF4GD PE=1 SV=1	5	sp|A9UHW6|MI4GD_HUMAN	A9UHW6	A9UHW6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.662054095504074	0.376943048067791	19.0932711763874	-2.03314764228517	9.1429929367117	0.0720749463771985	-1.70132299124602	0.377214800237871	0.460510521426851	0.392285553390184
B2RTY4	Unconventional myosin-IXa OS=Homo sapiens OX=9606 GN=MYO9A PE=1 SV=2	6	sp|B2RTY4|MYO9A_HUMAN	B2RTY4	B2RTY4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.20253974831451	0.112413393186331	19.2326401540497	-1.39483254864998	9.1429929367117	0.196022745755295	-0.665977664825591	0.26089816819657	0.205354011320746	0.397271989892051
B3KU38	IQCJ-SCHIP1 readthrough transcript protein OS=Homo sapiens OX=9606 GN=IQCJ-SCHIP1 PE=1 SV=2	2	sp|B3KU38|IQIP1_HUMAN	B3KU38	B3KU38	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.576004371399931	0.478782707803178	18.6789504217848	-1.48624537143991	7.1429929367117	0.179960715341507	-1.69385363696707	0.541844894167206	0.474658097059529	0.394163794741878
B7ZAQ6	Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2	2	sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	B7ZAQ6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.306568039406311	0.190850518511076	17.4206235739352	1.60037636449669	9.1429929367117	0.143451546891953	-0.304807582874077	0.917943661686698	0.270906699659292	0.392285553390184
C0HLS1	SCRIB overlapping open reading frame protein OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1	2	sp|C0HLS1|OSCRI_HUMAN	C0HLS1	C0HLS1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.898483886229398	0.577963848438612	19.6626729666585	-1.86535826274686	9.1429929367117	0.0944839128136428	-2.4357583311429	0.638790558684103	0.681181799151113	0.392285553390184
C4AMC7	Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2	9	sp|C4AMC7|WASH3_HUMAN	C4AMC7	C4AMC7	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0115043890553129	0.0648779915533614	20.4594658467693	0.0922431721331245	9.1429929367117	0.928494417970993	-0.386541094973237	0.409549873083862	0.176377965464585	0.949856770745363
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	6	sp|C9JLW8|MCRI1_HUMAN	C9JLW8	C9JLW8	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-1.08131405690794	0.49591473068119	22.6732351309606	-2.59089385311245	9.1429929367117	0.0288134826621782	-2.41331826955806	0.25069015574218	0.590224490527406	0.392285553390184
E9PAV3	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	6	sp|E9PAV3|NACAM_HUMAN	E9PAV3	E9PAV3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.112235342227014	0.249641883409963	25.4073979738461	0.484376479853199	9.1429929367117	0.639510926482199	-0.627284717146858	0.851755401600886	0.327688791171558	0.728620471086653
